PERMNO,date,TICKER,PERMCO,RET,dateff,mktrf,smb,hml,rf,umd
10107,8/31/2004,MSFT,8048,-0.038961,8/31/2004,0.0008,-0.0148,0.0097,0.0011,-0.0159
10107,9/30/2004,MSFT,8048,0.012821,9/30/2004,0.016,0.0301,0,0.0011,0.0549
10107,10/29/2004,MSFT,8048,0.011573,10/29/2004,0.0143,0.0015,-0.0022,0.0011,-0.0138
10107,11/30/2004,MSFT,8048,0.068645,11/30/2004,0.0454,0.0374,0.0141,0.0015,0.0316
10107,12/31/2004,MSFT,8048,-0.003357,12/31/2004,0.0343,-0.0003,-0.0022,0.0016,-0.0287
10107,1/31/2005,MSFT,8048,-0.016467,1/31/2005,-0.0276,-0.0172,0.0206,0.0016,0.0305
10107,2/28/2005,MSFT,8048,-0.039574,2/28/2005,0.0189,-0.0057,0.0154,0.0016,0.0337
10107,3/31/2005,MSFT,8048,-0.039348,3/31/2005,-0.0197,-0.014,0.0204,0.0021,0.0041
10107,4/29/2005,MSFT,8048,0.046752,4/29/2005,-0.0261,-0.0394,0.0007,0.0021,-0.0069
10107,5/31/2005,MSFT,8048,0.022925,5/31/2005,0.0365,0.0288,-0.0064,0.0024,0.0045
10107,6/30/2005,MSFT,8048,-0.037209,6/30/2005,0.0057,0.0258,0.0283,0.0023,0.0205
10107,7/29/2005,MSFT,8048,0.030998,7/29/2005,0.0392,0.0291,-0.0079,0.0024,0.0006
10107,8/31/2005,MSFT,8048,0.072237,8/31/2005,-0.0122,-0.0097,0.0132,0.003,0.0208
10107,9/30/2005,MSFT,8048,-0.060263,9/30/2005,0.0049,-0.0065,0.0071,0.0029,0.0343
10107,10/31/2005,MSFT,8048,-0.001166,10/31/2005,-0.0202,-0.0125,0.0042,0.0027,-0.0139
10107,11/30/2005,MSFT,8048,0.080156,11/30/2005,0.0361,0.01,-0.0116,0.0031,0.0035
10107,12/30/2005,MSFT,8048,-0.055275,12/30/2005,-0.0025,-0.0042,0.002,0.0032,0.0077
10107,1/31/2006,MSFT,8048,0.076482,1/31/2006,0.0304,0.054,0.0108,0.0035,0.0253
10107,2/28/2006,MSFT,8048,-0.042273,2/28/2006,-0.003,-0.0038,-0.0034,0.0034,-0.0184
10107,3/31/2006,MSFT,8048,0.012653,3/31/2006,0.0146,0.0344,0.006,0.0037,0.0126
10107,4/28/2006,MSFT,8048,-0.112459,4/28/2006,0.0073,-0.0142,0.0234,0.0036,0.0064
10107,5/31/2006,MSFT,8048,-0.058385,5/31/2006,-0.0357,-0.0296,0.0241,0.0043,-0.037
10107,6/30/2006,MSFT,8048,0.028698,6/30/2006,-0.0035,-0.0039,0.0085,0.004,0.0154
10107,7/31/2006,MSFT,8048,0.032618,7/31/2006,-0.0078,-0.0398,0.026,0.004,-0.0212
10107,8/31/2006,MSFT,8048,0.071904,8/31/2006,0.0203,0.0103,-0.0206,0.0042,-0.0338
10107,9/29/2006,MSFT,8048,0.064202,9/29/2006,0.0184,-0.0136,0.0008,0.0041,-0.0096
10107,10/31/2006,MSFT,8048,0.049726,10/31/2006,0.0323,0.0175,-0.0031,0.0041,-0.002
10107,11/30/2006,MSFT,8048,0.026123,11/30/2006,0.0171,0.007,0.0014,0.0042,-0.0103
10107,12/29/2006,MSFT,8048,0.01703,12/29/2006,0.0087,-0.0115,0.0273,0.004,0.0079
10107,1/31/2007,MSFT,8048,0.03349,1/31/2007,0.014,0.0012,-0.0068,0.0044,0.0024
10107,2/28/2007,MSFT,8048,-0.083927,2/28/2007,-0.0196,0.0119,-0.0014,0.0038,-0.0135
10107,3/30/2007,MSFT,8048,-0.01065,3/30/2007,0.0068,0.0016,-0.0097,0.0043,0.0256
10107,4/30/2007,MSFT,8048,0.074273,4/30/2007,0.0349,-0.0216,-0.0145,0.0044,-0.0024
10107,5/31/2007,MSFT,8048,0.028393,5/31/2007,0.0324,0.0024,-0.0065,0.0041,-0.0034
10107,6/29/2007,MSFT,8048,-0.039756,6/29/2007,-0.0196,0.0075,-0.0105,0.004,0.0051
10107,7/31/2007,MSFT,8048,-0.016288,7/31/2007,-0.0373,-0.0261,-0.0371,0.004,0.0294
10107,8/31/2007,MSFT,8048,-0.005519,8/31/2007,0.0092,-0.0013,-0.0186,0.0042,0.001
10107,9/28/2007,MSFT,8048,0.025409,9/28/2007,0.0322,-0.0223,-0.0221,0.0032,0.0463
10107,10/31/2007,MSFT,8048,0.249491,10/31/2007,0.018,0.0008,-0.0298,0.0032,0.0502
10107,11/30/2007,MSFT,8048,-0.084216,11/30/2007,-0.0483,-0.0293,-0.0094,0.0034,0.0099
10107,12/31/2007,MSFT,8048,0.059524,12/31/2007,-0.0087,0.0013,-0.0055,0.0027,0.0663
10107,1/31/2008,MSFT,8048,-0.08427,1/31/2008,-0.0636,-0.0103,0.0397,0.0021,-0.0775
10107,2/29/2008,MSFT,8048,-0.162273,2/29/2008,-0.0309,-0.0043,-0.0084,0.0013,0.061
10107,3/31/2008,MSFT,8048,0.043386,3/31/2008,-0.0093,0.0071,0.003,0.0017,0.0427
10107,4/30/2008,MSFT,8048,0.004933,4/30/2008,0.046,-0.0172,-0.0094,0.0018,-0.0031
10107,5/30/2008,MSFT,8048,-0.003156,5/30/2008,0.0186,0.0296,-0.0143,0.0018,0.0331
10107,6/30/2008,MSFT,8048,-0.028602,6/30/2008,-0.0844,0.0123,-0.0271,0.0017,0.1275
10107,7/31/2008,MSFT,8048,-0.065067,7/31/2008,-0.0077,0.026,0.0542,0.0015,-0.0513
10107,8/29/2008,MSFT,8048,0.065319,8/29/2008,0.0153,0.036,0.0159,0.0013,-0.0402
10107,9/30/2008,MSFT,8048,-0.021986,9/30/2008,-0.0924,-0.0123,0.0591,0.0015,0.0028
10107,10/31/2008,MSFT,8048,-0.163357,10/31/2008,-0.1723,-0.026,-0.023,0.0008,0.0785
10107,11/28/2008,MSFT,8048,-0.08867,11/28/2008,-0.0786,-0.0285,-0.0631,0.0003,0.0717
10107,12/31/2008,MSFT,8048,-0.038576,12/31/2008,0.0174,0.0346,0.0014,0,-0.0509
10107,1/30/2009,MSFT,8048,-0.12037,1/30/2009,-0.0812,0.0007,-0.1129,0,-0.0218
10107,2/27/2009,MSFT,8048,-0.047953,2/27/2009,-0.101,0.0005,-0.0695,0.0001,0.0441
10107,3/31/2009,MSFT,8048,0.137461,3/31/2009,0.0895,0.0003,0.0347,0.0002,-0.1187
10107,4/30/2009,MSFT,8048,0.102885,4/30/2009,0.1018,0.0539,0.0536,0.0001,-0.343
10107,5/29/2009,MSFT,8048,0.037512,5/29/2009,0.0521,-0.0252,0.0028,0,-0.1249
10107,6/30/2009,MSFT,8048,0.137865,6/30/2009,0.0043,0.0263,-0.0273,0.0001,0.0548
10107,7/31/2009,MSFT,8048,-0.010517,7/31/2009,0.0772,0.0187,0.0483,0.0001,-0.0555
10107,8/31/2009,MSFT,8048,0.053571,8/31/2009,0.0333,-0.0108,0.0763,0.0001,-0.0907
10107,9/30/2009,MSFT,8048,0.043408,9/30/2009,0.0408,0.0243,0.0104,0.0001,-0.0479
10107,10/30/2009,MSFT,8048,0.078149,10/30/2009,-0.0259,-0.0435,-0.0421,0,0.0261
10107,11/30/2009,MSFT,8048,0.065272,11/30/2009,0.0556,-0.024,-0.0034,0,0.003
10107,12/31/2009,MSFT,8048,0.036382,12/31/2009,0.0275,0.0605,-0.0016,0.0001,0.0301
10107,1/29/2010,MSFT,8048,-0.075459,1/29/2010,-0.0336,0.004,0.0043,0,-0.054
10107,2/26/2010,MSFT,8048,0.022001,2/26/2010,0.034,0.0119,0.0322,0,0.0374
10107,3/31/2010,MSFT,8048,0.021538,3/31/2010,0.0631,0.0148,0.0221,0.0001,0.0376
10107,4/30/2010,MSFT,8048,0.042595,4/30/2010,0.02,0.0487,0.0289,0.0001,0.0316
10107,5/28/2010,MSFT,8048,-0.150811,5/28/2010,-0.0789,0.0009,-0.0244,0.0001,-0.0025
10107,6/30/2010,MSFT,8048,-0.10814,6/30/2010,-0.0557,-0.0181,-0.047,0.0001,-0.0276
10107,7/30/2010,MSFT,8048,0.121686,7/30/2010,0.0693,0.002,-0.0031,0.0001,0.0188
10107,8/31/2010,MSFT,8048,-0.085819,8/31/2010,-0.0477,-0.03,-0.019,0.0001,-0.0006
10107,9/30/2010,MSFT,8048,0.043682,9/30/2010,0.0954,0.0396,-0.0316,0.0001,0.0141
10107,10/29/2010,MSFT,8048,0.088812,10/29/2010,0.0388,0.0113,-0.0242,0.0001,0.0158
10107,11/30/2010,MSFT,8048,-0.046784,11/30/2010,0.006,0.0376,-0.0096,0.0001,0.0266
10107,12/31/2010,MSFT,8048,0.105018,12/31/2010,0.0682,0.0073,0.0369,0.0001,-0.0303
10107,1/31/2011,MSFT,8048,-0.006628,1/31/2011,0.0199,-0.025,0.0082,0.0001,-0.0029
10107,2/28/2011,MSFT,8048,-0.035528,2/28/2011,0.0349,0.0153,0.0127,0.0001,0.0199
10107,3/31/2011,MSFT,8048,-0.044771,3/31/2011,0.0046,0.0254,-0.0183,0.0001,0.034
10107,4/29/2011,MSFT,8048,0.020874,4/29/2011,0.029,-0.0038,-0.0243,0,0.0004
10107,5/31/2011,MSFT,8048,-0.028935,5/31/2011,-0.0127,-0.0059,-0.0212,0,-0.0062
10107,6/30/2011,MSFT,8048,0.039584,6/30/2011,-0.0175,-0.0012,-0.0042,0,0.0178
10107,7/29/2011,MSFT,8048,0.053846,7/29/2011,-0.0235,-0.0127,-0.0089,0,0.0018
10107,8/31/2011,MSFT,8048,-0.023358,8/31/2011,-0.0599,-0.0305,-0.0236,0.0001,-0.0028
10107,9/30/2011,MSFT,8048,-0.064286,9/30/2011,-0.0759,-0.0331,-0.0173,0,-0.0242
10107,10/31/2011,MSFT,8048,0.069908,10/31/2011,0.1135,0.0328,0.0011,0,-0.0143
10107,11/30/2011,MSFT,8048,-0.031919,11/30/2011,-0.0028,-0.0016,-0.0045,0,0.0384
10107,12/30/2011,MSFT,8048,0.014855,12/30/2011,0.0074,-0.0059,0.0163,0,0.0181
10107,1/31/2012,MSFT,8048,0.137519,1/31/2012,0.0505,0.0204,-0.0097,0,-0.0791
10107,2/29/2012,MSFT,8048,0.081612,2/29/2012,0.0442,-0.0185,0.0043,0,-0.0029
10107,3/30/2012,MSFT,8048,0.016226,3/30/2012,0.0311,-0.0064,0.0114,0,0.013
10107,4/30/2012,MSFT,8048,-0.007441,4/30/2012,-0.0085,-0.0042,-0.0078,0,0.0375
10107,5/31/2012,MSFT,8048,-0.081993,5/31/2012,-0.0619,0.0007,-0.0107,0.0001,0.0649
10107,6/29/2012,MSFT,8048,0.047962,6/29/2012,0.0389,0.0067,0.0062,0,-0.0106
10107,7/31/2012,MSFT,8048,-0.036613,7/31/2012,0.0079,-0.0275,-0.0002,0,0.0304
10107,8/31/2012,MSFT,8048,0.052596,8/31/2012,0.0255,0.0047,0.013,0.0001,-0.0237
10107,9/28/2012,MSFT,8048,-0.034393,9/28/2012,0.0273,0.0051,0.016,0.0001,-0.0114
10107,10/31/2012,MSFT,8048,-0.040995,10/31/2012,-0.0176,-0.0115,0.0359,0.0001,0.0014
10107,11/30/2012,MSFT,8048,-0.05939,11/30/2012,0.0078,0.0063,-0.0084,0.0001,0.0049
10107,12/31/2012,MSFT,8048,0.003558,12/31/2012,0.0118,0.0148,0.0351,0.0001,-0.0286
10107,1/31/2013,MSFT,8048,0.027717,1/31/2013,0.0557,0.0034,0.0096,0,-0.0179
10107,2/28/2013,MSFT,8048,0.021129,2/28/2013,0.0129,-0.0027,0.0011,0,0.0129
10107,3/28/2013,MSFT,8048,0.028957,3/28/2013,0.0403,0.0081,-0.0019,0,0.0192
10107,4/30/2013,MSFT,8048,0.15714,4/30/2013,0.0155,-0.0237,0.0045,0,0.0022
10107,5/31/2013,MSFT,8048,0.061329,5/31/2013,0.028,0.0171,0.0263,0,-0.0202
10107,6/28/2013,MSFT,8048,-0.010172,6/28/2013,-0.012,0.0133,0.0003,0,0.0052
10107,7/31/2013,MSFT,8048,-0.078304,7/31/2013,0.0565,0.0187,0.0057,0,0.0176
10107,8/30/2013,MSFT,8048,0.056219,8/30/2013,-0.0271,0.0027,-0.0269,0,0.0002
10107,9/30/2013,MSFT,8048,-0.003593,9/30/2013,0.0377,0.0287,-0.0122,0,0.0306
10107,10/31/2013,MSFT,8048,0.063852,10/31/2013,0.0418,-0.0152,0.0125,0,0.0008
10107,11/29/2013,MSFT,8048,0.084875,11/29/2013,0.0313,0.0129,0.0032,0,0.0044
10107,12/31/2013,MSFT,8048,-0.018883,12/31/2013,0.0281,-0.0047,-0.0002,0,0.0002
10107,1/31/2014,MSFT,8048,0.011494,1/31/2014,-0.0332,0.0089,-0.0207,0,0.0171
10107,2/28/2014,MSFT,8048,0.01982,2/28/2014,0.0465,0.0034,-0.0031,0,0.0207
10107,3/31/2014,MSFT,8048,0.069956,3/31/2014,0.0043,-0.0181,0.0493,0,-0.0329
10107,4/30/2014,MSFT,8048,-0.014394,4/30/2014,-0.0019,-0.0418,0.0117,0,-0.0389
10107,5/30/2014,MSFT,8048,0.020297,5/30/2014,0.0206,-0.0188,-0.0013,0,0.0087
10107,6/30/2014,MSFT,8048,0.018564,6/30/2014,0.0261,0.0309,-0.007,0,0.0069
10107,7/31/2014,MSFT,8048,0.035012,7/31/2014,-0.0204,-0.043,0.0004,0,-0.0012
10107,8/29/2014,MSFT,8048,0.059082,8/29/2014,0.0424,0.004,-0.0045,0,0.0082
10107,9/30/2014,MSFT,8048,0.020471,9/30/2014,-0.0197,-0.037,-0.0135,0,0.005
10107,10/31/2014,MSFT,8048,0.012726,10/31/2014,0.0252,0.042,-0.018,0,-0.0006
10107,11/28/2014,MSFT,8048,0.02492,11/28/2014,0.0255,-0.0206,-0.031,0,0.0068
10107,12/31/2014,MSFT,8048,-0.028446,12/31/2014,-0.0006,0.0249,0.0227,0,0.0112
10107,1/30/2015,MSFT,8048,-0.130248,1/30/2015,-0.0311,-0.0056,-0.0359,0,0.0384
10107,2/27/2015,MSFT,8048,0.093069,2/27/2015,0.0613,0.0063,-0.0186,0,-0.0282
10107,3/31/2015,MSFT,8048,-0.072862,3/31/2015,-0.0112,0.0304,-0.0038,0,0.0274
10107,4/30/2015,MSFT,8048,0.196409,4/30/2015,0.0059,-0.0306,0.0182,0,-0.0727
10107,5/29/2015,MSFT,8048,-0.030222,5/29/2015,0.0136,0.0094,-0.0115,0,0.0582
10107,6/30/2015,MSFT,8048,-0.057832,6/30/2015,-0.0153,0.0291,-0.0079,0,0.0301
10107,7/31/2015,MSFT,8048,0.057758,7/31/2015,0.0154,-0.0417,-0.0413,0,0.0998
10107,8/31/2015,MSFT,8048,-0.061456,8/31/2015,-0.0604,0.0033,0.0277,0,-0.0209
10107,9/30/2015,MSFT,8048,0.017004,9/30/2015,-0.0307,-0.0262,0.0056,0,0.0522
10107,10/30/2015,MSFT,8048,0.189336,10/30/2015,0.0775,-0.0189,-0.0046,0,-0.0328
10107,11/30/2015,MSFT,8048,0.039324,11/30/2015,0.0057,0.0359,-0.0042,0,0.0228
10107,12/31/2015,MSFT,8048,0.020791,12/31/2015,-0.0217,-0.0285,-0.0261,0.0001,0.0336
10107,1/29/2016,MSFT,8048,-0.00703,1/29/2016,-0.0577,-0.0342,0.0209,0.0001,0.0144
10107,2/29/2016,MSFT,8048,-0.069886,2/29/2016,-0.0007,0.0074,-0.0057,0.0002,-0.0438
10107,3/31/2016,MSFT,8048,0.085495,3/31/2016,0.0696,0.0082,0.0119,0.0002,-0.0501
10107,4/29/2016,MSFT,8048,-0.097049,4/29/2016,0.0091,0.0076,0.0328,0.0001,-0.0602
10107,5/31/2016,MSFT,8048,0.069982,5/31/2016,0.0178,-0.0017,-0.0166,0.0001,0.0143
10107,6/30/2016,MSFT,8048,-0.034528,6/30/2016,-0.0005,0.0061,-0.0148,0.0002,0.0415
10107,7/29/2016,MSFT,8048,0.10768,7/29/2016,0.0395,0.0249,-0.0132,0.0002,-0.0334
10107,8/31/2016,MSFT,8048,0.020113,8/31/2016,0.0049,0.0116,0.0318,0.0002,-0.0348
10107,9/30/2016,MSFT,8048,0.002436,9/30/2016,0.0025,0.0212,-0.0124,0.0002,0.0019
10107,10/31/2016,MSFT,8048,0.040278,10/31/2016,-0.0202,-0.044,0.0409,0.0002,0.0059
10107,11/30/2016,MSFT,8048,0.012183,11/30/2016,0.0486,0.0571,0.0821,0.0001,-0.0463
10107,12/30/2016,MSFT,8048,0.031198,12/30/2016,0.0182,0.001,0.0353,0.0003,-0.0025
10107,1/31/2017,MSFT,8048,0.040393,1/31/2017,0.0194,-0.0118,-0.0275,0.0004,-0.0093
10107,2/28/2017,MSFT,8048,-0.004331,2/28/2017,0.0357,-0.0205,-0.0167,0.0004,-0.0165
10107,3/31/2017,MSFT,8048,0.029384,3/31/2017,0.0017,0.0114,-0.0335,0.0003,-0.0103
10107,4/28/2017,MSFT,8048,0.039478,4/28/2017,0.0109,0.0073,-0.0213,0.0005,0.0049
10107,5/31/2017,MSFT,8048,0.025854,5/31/2017,0.0106,-0.0257,-0.0378,0.0006,0.0148
10107,6/30/2017,MSFT,8048,-0.01303,6/30/2017,0.0078,0.0225,0.0148,0.0006,-0.0011
10107,7/31/2017,MSFT,8048,0.054693,7/31/2017,0.0187,-0.015,-0.0031,0.0007,0.0169
10107,8/31/2017,MSFT,8048,0.033838,8/31/2017,0.0016,-0.0167,-0.021,0.0009,0.033
10107,9/29/2017,MSFT,8048,-0.003745,9/29/2017,0.0251,0.0447,0.0312,0.0009,-0.0133
10107,10/31/2017,MSFT,8048,0.11666,10/31/2017,0.0225,-0.0194,0.0019,0.0009,0.0427
10107,11/30/2017,MSFT,8048,0.016951,11/30/2017,0.0312,-0.0054,-0.0003,0.0008,-0.0092
10107,12/29/2017,MSFT,8048,0.016277,12/29/2017,0.0106,-0.0132,0.0006,0.0009,-0.0154
10107,1/31/2018,MSFT,8048,0.110708,1/31/2018,0.0557,-0.0312,-0.0128,0.0012,0.0405
10107,2/28/2018,MSFT,8048,-0.008631,2/28/2018,-0.0365,0.0026,-0.0104,0.0011,0.0355
10107,3/29/2018,MSFT,8048,-0.026661,3/29/2018,-0.0235,0.0406,-0.002,0.0011,-0.0113
10107,4/30/2018,MSFT,8048,0.024652,4/30/2018,0.0029,0.0113,0.0054,0.0014,0.0037
10107,5/31/2018,MSFT,8048,0.061377,5/31/2018,0.0265,0.0526,-0.0322,0.0014,0.0387
10107,6/29/2018,MSFT,8048,-0.002327,6/29/2018,0.0048,0.0114,-0.0233,0.0014,-0.0236
10107,7/31/2018,MSFT,8048,0.075753,7/31/2018,0.0319,-0.0222,0.0045,0.0016,-0.0142
10107,8/31/2018,MSFT,8048,0.062877,8/31/2018,0.0344,0.0115,-0.04,0.0016,0.0528
10107,9/28/2018,MSFT,8048,0.018161,9/28/2018,0.0006,-0.0229,-0.0171,0.0015,0.0004
10107,10/31/2018,MSFT,8048,-0.066101,10/31/2018,-0.0768,-0.0474,0.034,0.0019,-0.0207
10107,11/30/2018,MSFT,8048,0.042505,11/30/2018,0.0169,-0.0068,0.0028,0.0018,-0.0137
10107,12/31/2018,MSFT,8048,-0.084047,12/31/2018,-0.0957,-0.0237,-0.0188,0.002,0.0211
10107,1/31/2019,MSFT,8048,0.028158,1/31/2019,0.084,0.0288,-0.0045,0.0021,-0.0866
10107,2/28/2019,MSFT,8048,0.077181,2/28/2019,0.034,0.0206,-0.0271,0.0018,0.0085
10107,3/29/2019,MSFT,8048,0.052754,3/29/2019,0.011,-0.0305,-0.0412,0.0019,0.0219
10107,4/30/2019,MSFT,8048,0.107343,4/30/2019,0.0397,-0.0172,0.0216,0.0021,-0.0297
10107,5/31/2019,MSFT,8048,-0.049464,5/31/2019,-0.0694,-0.0131,-0.0237,0.0021,0.0758
10107,6/28/2019,MSFT,8048,0.083118,6/28/2019,0.0693,0.0028,-0.007,0.0018,-0.0225
10107,7/31/2019,MSFT,8048,0.017244,7/31/2019,0.0119,-0.0193,0.0047,0.0019,0.0288
10107,8/30/2019,MSFT,8048,0.015044,8/30/2019,-0.0258,-0.0239,-0.0479,0.0016,0.0691
10107,9/30/2019,MSFT,8048,0.008487,9/30/2019,0.0143,-0.0097,0.0677,0.0018,-0.0683
10107,10/31/2019,MSFT,8048,0.031216,10/31/2019,0.0206,0.0029,-0.019,0.0016,0.0015
10107,11/29/2019,MSFT,8048,0.059427,11/29/2019,0.0388,0.0078,-0.0199,0.0012,-0.0264
10107,12/31/2019,MSFT,8048,0.041749,12/31/2019,0.0277,0.0073,0.0178,0.0014,-0.0187
10107,1/31/2020,MSFT,8048,0.079455,1/31/2020,-0.0011,-0.0313,-0.0625,0.0013,0.0597
10107,2/28/2020,MSFT,8048,-0.045292,2/28/2020,-0.0813,0.0107,-0.038,0.0012,-0.0035
10107,3/31/2020,MSFT,8048,-0.026541,3/31/2020,-0.1339,-0.0479,-0.1388,0.0013,0.0796
10107,4/30/2020,MSFT,8048,0.136326,4/30/2020,0.1365,0.0245,-0.0134,0,-0.0526
10107,5/29/2020,MSFT,8048,0.025389,5/29/2020,0.0558,0.0249,-0.0485,0.0001,0.0041
10107,6/30/2020,MSFT,8048,0.110559,6/30/2020,0.0246,0.0269,-0.0223,0.0001,-0.0073
10107,7/31/2020,MSFT,8048,0.007371,7/31/2020,0.0577,-0.023,-0.0144,0.0001,0.0759
10107,8/31/2020,MSFT,8048,0.10258,8/31/2020,0.0763,-0.0028,-0.0288,0.0001,0.0044
10107,9/30/2020,MSFT,8048,-0.067397,9/30/2020,-0.0363,-0.0003,-0.0265,0.0001,0.0314
10107,10/30/2020,MSFT,8048,-0.03737,10/30/2020,-0.021,0.0427,0.0431,0.0001,-0.032
10107,11/30/2020,MSFT,8048,0.060058,11/30/2020,0.1247,0.0572,0.0215,0.0001,-0.1247
10107,12/31/2020,MSFT,8048,0.039006,12/31/2020,0.0463,0.0479,-0.0134,0.0001,-0.0238
10107,1/29/2021,MSFT,8048,0.042892,1/29/2021,-0.0003,0.075,0.0285,0.0001,0.0453
10107,2/26/2021,MSFT,8048,0.004225,2/26/2021,0.0278,0.0207,0.071,0,-0.0793
10107,3/31/2021,MSFT,8048,0.014588,3/31/2021,0.0308,-0.0228,0.0727,0,-0.0616
10107,4/30/2021,MSFT,8048,0.069602,4/30/2021,0.0493,-0.032,-0.0095,0,0.0122
10107,5/28/2021,MSFT,8048,-0.007693,5/28/2021,0.0029,-0.0027,0.0713,0,0.009
10107,6/30/2021,MSFT,8048,0.084989,6/30/2021,0.0275,0.016,-0.0775,0,0.0216
10107,7/30/2021,MSFT,8048,0.051717,7/30/2021,0.0127,-0.0394,-0.0181,0,-0.0231
10107,8/31/2021,MSFT,8048,0.061528,8/31/2021,0.0291,-0.0046,-0.001,0,0.0249
10107,9/30/2021,MSFT,8048,-0.066119,9/30/2021,-0.0437,0.0067,0.051,0,0.015
10107,10/29/2021,MSFT,8048,0.176291,10/29/2021,0.0665,-0.0237,-0.0045,0,0.0324
10107,11/30/2021,MSFT,8048,-0.001236,11/30/2021,-0.0155,-0.0132,-0.0041,0,0.0086
10107,12/31/2021,MSFT,8048,0.017333,12/31/2021,0.031,-0.0164,0.0322,0.0001,-0.0274
10107,1/31/2022,MSFT,8048,-0.075345,1/31/2022,-0.0625,-0.0596,0.128,0,-0.0262
10107,2/28/2022,MSFT,8048,-0.037205,2/28/2022,-0.0229,0.0219,0.031,0,0.0177
10107,3/31/2022,MSFT,8048,0.031862,3/31/2022,0.0306,-0.0166,-0.0176,0.0001,0.0297
10107,4/29/2022,MSFT,8048,-0.099867,4/29/2022,-0.0946,-0.0138,0.0617,0.0001,0.0487
10107,5/31/2022,MSFT,8048,-0.018125,5/31/2022,-0.0034,-0.0196,0.0859,0.0003,0.0246
10107,6/30/2022,MSFT,8048,-0.055321,6/30/2022,-0.0844,0.0218,-0.061,0.0006,0.0073
10107,7/29/2022,MSFT,8048,0.093097,7/29/2022,0.0957,0.028,-0.0403,0.0008,-0.0394
10107,8/31/2022,MSFT,8048,-0.066432,8/31/2022,-0.0377,0.014,0.0029,0.0019,0.021
10107,9/30/2022,MSFT,8048,-0.109267,9/30/2022,-0.0935,-0.0082,0.0002,0.0019,0.0351
10107,10/31/2022,MSFT,8048,-0.003306,10/31/2022,0.0783,0.0007,0.0806,0.0023,0.0396
10107,11/30/2022,MSFT,8048,0.102055,11/30/2022,0.0461,-0.0351,0.0141,0.0029,-0.0198
10107,12/30/2022,MSFT,8048,-0.060045,12/30/2022,-0.0641,-0.0069,0.0134,0.0033,0.0453
10107,1/31/2023,MSFT,8048,0.033317,1/31/2023,0.0664,0.0501,-0.04,0.0035,-0.1602
10107,2/28/2023,MSFT,8048,0.009241,2/28/2023,-0.0259,0.0117,-0.0083,0.0034,0.0013
10107,3/31/2023,MSFT,8048,0.155882,3/31/2023,0.0251,-0.0551,-0.0887,0.0036,-0.0245
10107,4/28/2023,MSFT,8048,0.065765,4/28/2023,0.0061,-0.0336,-0.0005,0.0035,0.0162
10107,5/31/2023,MSFT,8048,0.070982,5/31/2023,0.0035,0.016,-0.0774,0.0036,-0.0065
10107,6/30/2023,MSFT,8048,0.036999,6/30/2023,0.0647,0.0155,-0.002,0.004,-0.0235
10107,7/31/2023,MSFT,8048,-0.013567,7/31/2023,0.0321,0.0205,0.0411,0.0045,-0.0405
10107,8/31/2023,MSFT,8048,-0.022267,8/31/2023,-0.0239,-0.032,-0.0108,0.0045,0.0377
10107,9/29/2023,MSFT,8048,-0.036643,9/29/2023,-0.0524,-0.0249,0.0145,0.0043,0.0024
10107,10/31/2023,MSFT,8048,0.070815,10/31/2023,-0.0318,-0.0388,0.0019,0.0047,0.0168
10107,11/30/2023,MSFT,8048,0.122889,11/30/2023,0.0883,-0.0003,0.0166,0.0044,0.0276
10107,12/29/2023,MSFT,8048,-0.007574,12/29/2023,0.0487,0.0636,0.0492,0.0043,-0.0548
89393,12/31/2003,NFLX,43145,0.116122,12/31/2003,0.0429,-0.0267,0.016,0.0008,-0.0557
89393,1/30/2004,NFLX,43145,0.342293,1/30/2004,0.0215,0.0255,0.0249,0.0007,0.0258
89393,2/27/2004,NFLX,43145,-0.062798,2/27/2004,0.014,-0.0157,0.0088,0.0006,-0.0114
89393,3/31/2004,NFLX,43145,-0.00814,3/31/2004,-0.0132,0.0172,0.0027,0.0009,0.0017
89393,4/30/2004,NFLX,43145,-0.256741,4/30/2004,-0.0183,-0.017,-0.0307,0.0008,-0.0538
89393,5/28/2004,NFLX,43145,0.298107,5/28/2004,0.0117,-0.002,-0.0025,0.0006,0.015
89393,6/30/2004,NFLX,43145,0.09356,6/30/2004,0.0186,0.0226,0.0118,0.0008,0.0205
89393,7/30/2004,NFLX,43145,-0.430556,7/30/2004,-0.0406,-0.0382,0.0324,0.001,-0.0229
89393,8/31/2004,NFLX,43145,-0.319512,8/31/2004,0.0008,-0.0148,0.0097,0.0011,-0.0159
89393,9/30/2004,NFLX,43145,0.105376,9/30/2004,0.016,0.0301,0,0.0011,0.0549
89393,10/29/2004,NFLX,43145,-0.385862,10/29/2004,0.0143,0.0015,-0.0022,0.0011,-0.0138
89393,11/30/2004,NFLX,43145,0.20169,11/30/2004,0.0454,0.0374,0.0141,0.0015,0.0316
89393,12/31/2004,NFLX,43145,0.08348,12/31/2004,0.0343,-0.0003,-0.0022,0.0016,-0.0287
89393,1/31/2005,NFLX,43145,-0.067315,1/31/2005,-0.0276,-0.0172,0.0206,0.0016,0.0305
89393,2/28/2005,NFLX,43145,-0.069565,2/28/2005,0.0189,-0.0057,0.0154,0.0016,0.0337
89393,3/31/2005,NFLX,43145,0.014019,3/31/2005,-0.0197,-0.014,0.0204,0.0021,0.0041
